transaction_id,customer_id,transaction_date,amount,transaction_type,is_cash_transaction,is_cross_border,country_code,risk_rating,country_risk_score,name,suspicious_probability,transaction_risk_score
TXN00024212,CUST005678,2023-01-14 18:20:04,192.79,withdrawal,1,0,US,low,0,Benjamin Johnson,0.9301774021267423,3.19279
TXN00047955,CUST005678,2023-10-04 13:14:04,34.2,transfer,1,0,US,low,0,Benjamin Johnson,0.9301774021267423,3.0342
TXN00017325,CUST001855,2022-10-30 14:00:04,10982.13,deposit,1,0,US,low,0,Patrick Buckley,0.9285897500535065,13.98213
TXN00045943,CUST001855,2023-09-12 13:41:04,12492.35,transfer,0,0,US,low,0,Patrick Buckley,0.9285897500535065,12.49235
TXN00054477,CUST001855,2023-12-14 05:02:04,9290.74,deposit,0,1,AG,low,0,Patrick Buckley,0.9285897500535065,11.29074
TXN00035539,CUST001855,2023-05-19 01:01:04,5197.24,withdrawal,1,0,US,low,0,Patrick Buckley,0.9285897500535065,8.19724
TXN00039138,CUST001855,2023-06-27 21:42:04,444.45,withdrawal,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.44445
TXN00034125,CUST001855,2023-05-03 05:32:04,375.08,deposit,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.37508
TXN00000381,CUST001855,2022-04-29 09:53:04,336.62,transfer,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.33662
TXN00004570,CUST001855,2022-06-15 01:16:04,335.92,withdrawal,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.3359199999999998
TXN00057298,CUST001855,2024-01-14 21:04:04,208.11,deposit,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.20811
TXN00096675,CUST001855,2025-03-20 02:01:04,158.87,deposit,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.15887
TXN00045410,CUST001855,2023-09-06 09:28:04,45.68,withdrawal,1,0,US,low,0,Patrick Buckley,0.9285897500535065,3.04568
TXN00071994,CUST001855,2024-06-23 22:47:04,1002.61,deposit,0,1,UY,low,0,Patrick Buckley,0.9285897500535065,3.00261
TXN00071329,CUST001855,2024-06-16 13:10:04,1696.3,transfer,0,0,US,low,0,Patrick Buckley,0.9285897500535065,1.6963
TXN00026580,CUST001855,2023-02-09 10:18:04,1126.05,payment,0,0,US,low,0,Patrick Buckley,0.9285897500535065,1.12605
TXN00018603,CUST001855,2022-11-13 15:41:04,279.04,transfer,0,0,US,low,0,Patrick Buckley,0.9285897500535065,0.27904
TXN00092163,CUST001855,2025-01-30 10:10:04,265.22,payment,0,0,US,low,0,Patrick Buckley,0.9285897500535065,0.26522
TXN00024112,CUST001855,2023-01-13 16:47:04,50.27,transfer,0,0,US,low,0,Patrick Buckley,0.9285897500535065,0.05027
TXN00054363,CUST001855,2023-12-12 21:29:04,37.33,payment,0,0,US,low,0,Patrick Buckley,0.9285897500535065,0.037329999999999995
TXN00014919,CUST001855,2022-10-04 05:14:04,10.0,transfer,0,0,US,low,0,Patrick Buckley,0.9285897500535065,0.01
TXN00039643,CUST000706,2023-07-03 21:21:04,9880.38,withdrawal,1,1,CZ,low,0,James Tran,0.9263693934345496,14.880379999999999
TXN00027576,CUST000706,2023-02-20 19:10:04,6693.25,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,9.693249999999999
TXN00018927,CUST000706,2022-11-17 02:37:04,431.93,deposit,1,1,CD,low,0,James Tran,0.9263693934345496,5.4319299999999995
TXN00021261,CUST000706,2022-12-12 19:06:04,228.1,withdrawal,1,1,AM,low,0,James Tran,0.9263693934345496,5.2280999999999995
TXN00004597,CUST000706,2022-06-15 07:12:04,195.95,withdrawal,1,1,SX,low,0,James Tran,0.9263693934345496,5.19595
TXN00056832,CUST000706,2024-01-09 13:33:04,653.48,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.65348
TXN00035218,CUST000706,2023-05-15 09:24:04,412.58,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.41258
TXN00047381,CUST000706,2023-09-28 05:25:04,331.88,transfer,0,1,TO,medium,1,James Tran,0.9263693934345496,3.33188
TXN00065748,CUST000706,2024-04-16 03:45:04,323.72,payment,0,1,SV,medium,1,James Tran,0.9263693934345496,3.32372
TXN00098430,CUST000706,2025-04-08 01:08:04,274.55,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.27455
TXN00080932,CUST000706,2024-09-29 02:07:04,194.55,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.19455
TXN00070982,CUST000706,2024-06-13 01:38:04,193.53,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.19353
TXN00023455,CUST000706,2023-01-06 12:35:04,185.64,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.18564
TXN00058529,CUST000706,2024-01-28 14:26:04,48.82,deposit,1,0,US,low,0,James Tran,0.9263693934345496,3.04882
TXN00031913,CUST000706,2023-04-09 13:58:04,10.0,withdrawal,1,0,US,low,0,James Tran,0.9263693934345496,3.01
TXN00059029,CUST000706,2024-02-03 02:05:04,10.0,transfer,1,0,US,low,0,James Tran,0.9263693934345496,3.01
TXN00086080,CUST000706,2024-11-23 19:33:04,2158.79,transfer,0,0,US,low,0,James Tran,0.9263693934345496,2.1587899999999998
TXN00034350,CUST000706,2023-05-05 17:49:04,1108.34,transfer,0,0,US,low,0,James Tran,0.9263693934345496,1.1083399999999999
TXN00070715,CUST000706,2024-06-10 05:06:04,704.26,payment,0,0,US,low,0,James Tran,0.9263693934345496,0.70426
TXN00062688,CUST000706,2024-03-14 10:36:04,341.91,payment,0,0,US,low,0,James Tran,0.9263693934345496,0.34191000000000005
TXN00063209,CUST000706,2024-03-20 12:01:04,281.22,transfer,0,0,US,low,0,James Tran,0.9263693934345496,0.28122
TXN00006294,CUST000706,2022-07-03 12:10:04,269.53,transfer,0,0,US,low,0,James Tran,0.9263693934345496,0.26953
TXN00057593,CUST000706,2024-01-17 21:31:04,183.89,transfer,0,0,US,low,0,James Tran,0.9263693934345496,0.18389
TXN00009264,CUST000706,2022-08-04 08:46:04,175.05,transfer,0,0,US,low,0,James Tran,0.9263693934345496,0.17505
TXN00089179,CUST000706,2024-12-28 08:28:04,135.05,transfer,0,0,US,low,0,James Tran,0.9263693934345496,0.13505
TXN00045309,CUST000706,2023-09-05 04:58:04,88.39,payment,0,0,US,low,0,James Tran,0.9263693934345496,0.08839
TXN00005475,CUST001942,2022-06-24 20:03:04,9571.64,withdrawal,0,1,AG,low,0,Larry Harding,0.9253098865617038,11.571639999999999
TXN00033573,CUST001942,2023-04-27 04:17:04,8498.03,transfer,0,0,US,low,0,Larry Harding,0.9253098865617038,8.49803
TXN00027214,CUST001942,2023-02-16 10:39:04,1397.73,withdrawal,1,1,GQ,low,0,Larry Harding,0.9253098865617038,6.39773
TXN00010065,CUST001942,2022-08-12 23:08:04,5965.35,transfer,0,0,US,low,0,Larry Harding,0.9253098865617038,5.96535
TXN00018452,CUST001942,2022-11-11 23:36:04,67.34,withdrawal,1,1,KP,low,0,Larry Harding,0.9253098865617038,5.06734
TXN00016852,CUST001942,2022-10-25 09:24:04,1828.01,withdrawal,1,0,US,low,0,Larry Harding,0.9253098865617038,4.82801
TXN00078293,CUST001942,2024-08-31 18:57:04,1271.45,deposit,1,0,US,low,0,Larry Harding,0.9253098865617038,4.27145
TXN00053249,CUST001942,2023-12-01 10:56:04,460.28,withdrawal,1,0,US,low,0,Larry Harding,0.9253098865617038,3.46028
TXN00080295,CUST001942,2024-09-22 10:27:04,407.71,withdrawal,1,0,US,low,0,Larry Harding,0.9253098865617038,3.40771
TXN00084713,CUST001942,2024-11-09 05:18:04,717.54,payment,0,1,DM,low,0,Larry Harding,0.9253098865617038,2.71754
TXN00091476,CUST001942,2025-01-22 07:02:04,287.67,payment,0,1,TJ,low,0,Larry Harding,0.9253098865617038,2.28767
TXN00081483,CUST001942,2024-10-04 14:22:04,149.75,payment,0,1,MC,low,0,Larry Harding,0.9253098865617038,2.14975
TXN00052629,CUST001942,2023-11-24 16:49:04,1377.68,payment,0,0,US,low,0,Larry Harding,0.9253098865617038,1.37768
TXN00099643,CUST001942,2025-04-21 06:05:04,233.23,payment,0,0,US,low,0,Larry Harding,0.9253098865617038,0.23323
TXN00026257,CUST001942,2023-02-05 16:27:04,172.36,payment,0,0,US,low,0,Larry Harding,0.9253098865617038,0.17236
TXN00066800,CUST001942,2024-04-27 12:12:04,150.45,deposit,0,0,US,low,0,Larry Harding,0.9253098865617038,0.15045
TXN00076484,CUST001942,2024-08-11 19:50:04,46.11,transfer,0,0,US,low,0,Larry Harding,0.9253098865617038,0.04611
TXN00067450,CUST005811,2024-05-04 19:32:04,8929.18,deposit,1,1,VE,low,0,Kim Nelson,0.9129220971205939,13.92918
TXN00018026,CUST005811,2022-11-07 10:14:04,1189.69,withdrawal,1,0,US,low,0,Kim Nelson,0.9129220971205939,4.189690000000001
TXN00002309,CUST005811,2022-05-20 18:48:04,201.62,payment,0,0,US,low,0,Kim Nelson,0.9129220971205939,0.20162
TXN00099538,CUST005811,2025-04-19 23:06:04,191.31,transfer,0,0,US,low,0,Kim Nelson,0.9129220971205939,0.19131
TXN00007685,CUST005811,2022-07-18 11:45:04,10.0,transfer,0,0,US,low,0,Kim Nelson,0.9129220971205939,0.01
TXN00021019,CUST000921,2022-12-09 21:53:04,7900.26,withdrawal,1,0,US,low,0,Russell Murphy,0.9121442987979199,10.90026
TXN00022113,CUST000921,2022-12-22 09:23:04,204.45,deposit,1,1,ES,low,0,Russell Murphy,0.9121442987979199,5.20445
TXN00052658,CUST000921,2023-11-25 00:27:04,115.0,withdrawal,1,1,MM,low,0,Russell Murphy,0.9121442987979199,5.115
TXN00051373,CUST000921,2023-11-10 20:05:04,1309.71,withdrawal,1,0,US,low,0,Russell Murphy,0.9121442987979199,4.30971
TXN00000854,CUST000921,2022-05-05 00:28:04,1226.4,deposit,1,0,US,low,0,Russell Murphy,0.9121442987979199,4.2264
TXN00032271,CUST000921,2023-04-13 04:51:04,1224.54,transfer,1,0,US,low,0,Russell Murphy,0.9121442987979199,4.22454
TXN00025494,CUST000921,2023-01-28 20:12:04,891.97,withdrawal,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.89197
TXN00026274,CUST000921,2023-02-05 21:05:04,490.27,deposit,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.4902699999999998
TXN00068400,CUST000921,2024-05-15 09:06:04,284.39,withdrawal,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.28439
TXN00098531,CUST000921,2025-04-09 04:14:04,246.97,transfer,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.24697
TXN00001590,CUST000921,2022-05-13 02:22:04,202.09,deposit,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.20209
TXN00052995,CUST000921,2023-11-28 22:06:04,147.47,withdrawal,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.14747
TXN00006927,CUST000921,2022-07-10 07:43:04,56.8,payment,1,0,US,low,0,Russell Murphy,0.9121442987979199,3.0568
TXN00026896,CUST000921,2023-02-13 03:28:04,1208.27,transfer,0,0,US,low,0,Russell Murphy,0.9121442987979199,1.20827
TXN00041193,CUST000921,2023-07-21 01:40:04,1024.01,deposit,0,0,US,low,0,Russell Murphy,0.9121442987979199,1.02401
TXN00075122,CUST000921,2024-07-27 03:38:04,579.24,payment,0,0,US,low,0,Russell Murphy,0.9121442987979199,0.57924
TXN00083438,CUST000921,2024-10-26 14:23:04,375.42,payment,0,0,US,low,0,Russell Murphy,0.9121442987979199,0.37542000000000003
TXN00088135,CUST000921,2024-12-16 09:13:04,193.88,transfer,0,0,US,low,0,Russell Murphy,0.9121442987979199,0.19388
TXN00046050,CUST000921,2023-09-13 20:17:04,174.18,withdrawal,0,0,US,low,0,Russell Murphy,0.9121442987979199,0.17418
TXN00039919,CUST000921,2023-07-07 03:03:04,111.33,transfer,0,0,US,low,0,Russell Murphy,0.9121442987979199,0.11133
TXN00051560,CUST000371,2023-11-13 00:24:04,12876.06,deposit,1,0,US,low,0,Allison Hickman,0.9102307700301,15.876059999999999
TXN00028308,CUST000371,2023-03-01 06:48:04,9812.83,withdrawal,1,0,US,low,0,Allison Hickman,0.9102307700301,12.81283
TXN00099926,CUST000371,2025-04-24 10:31:04,7586.37,deposit,1,0,US,low,0,Allison Hickman,0.9102307700301,10.586369999999999
TXN00003517,CUST000371,2022-06-03 08:42:04,9378.82,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,9.37882
TXN00002743,CUST000371,2022-05-25 09:32:04,5674.38,transfer,1,0,US,low,0,Allison Hickman,0.9102307700301,8.67438
TXN00014921,CUST000371,2022-10-04 05:20:04,379.29,withdrawal,1,1,QA,medium,1,Allison Hickman,0.9102307700301,6.37929
TXN00009831,CUST000371,2022-08-10 15:11:04,251.72,deposit,1,1,AT,medium,1,Allison Hickman,0.9102307700301,6.251720000000001
TXN00096101,CUST000371,2025-03-13 22:53:04,117.41,withdrawal,1,1,EH,medium,1,Allison Hickman,0.9102307700301,6.11741
TXN00011270,CUST000371,2022-08-26 02:30:04,215.05,payment,0,1,MD,high,2,Allison Hickman,0.9102307700301,4.21505
TXN00022587,CUST000371,2022-12-28 01:18:04,1085.8,withdrawal,1,0,US,low,0,Allison Hickman,0.9102307700301,4.0858
TXN00090692,CUST000371,2025-01-13 14:34:04,647.21,payment,1,0,US,low,0,Allison Hickman,0.9102307700301,3.6472100000000003
TXN00097242,CUST000371,2025-03-26 10:49:04,567.36,withdrawal,1,0,US,low,0,Allison Hickman,0.9102307700301,3.56736
TXN00062419,CUST000371,2024-03-11 08:02:04,343.22,deposit,1,0,US,low,0,Allison Hickman,0.9102307700301,3.34322
TXN00034064,CUST000371,2023-05-02 12:04:04,293.41,withdrawal,1,0,US,low,0,Allison Hickman,0.9102307700301,3.29341
TXN00083749,CUST000371,2024-10-29 19:07:04,292.31,deposit,1,0,US,low,0,Allison Hickman,0.9102307700301,3.29231
TXN00031666,CUST000371,2023-04-07 01:22:04,213.5,deposit,1,0,US,low,0,Allison Hickman,0.9102307700301,3.2135
TXN00007607,CUST000371,2022-07-17 15:28:04,1090.52,payment,0,1,DM,low,0,Allison Hickman,0.9102307700301,3.0905199999999997
TXN00078946,CUST000371,2024-09-07 22:45:04,10.0,withdrawal,1,0,US,low,0,Allison Hickman,0.9102307700301,3.01
TXN00015440,CUST000371,2022-10-09 22:03:04,139.09,transfer,0,1,TK,low,0,Allison Hickman,0.9102307700301,2.13909
TXN00096137,CUST000371,2025-03-14 09:20:04,837.5,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.8375
TXN00047926,CUST000371,2023-10-04 05:12:04,737.88,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.73788
TXN00036646,CUST000371,2023-05-31 16:39:04,341.1,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.3411
TXN00041547,CUST000371,2023-07-25 07:24:04,234.58,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.23458
TXN00048316,CUST000371,2023-10-08 13:45:04,185.74,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.18574000000000002
TXN00081531,CUST000371,2024-10-05 00:00:04,170.43,deposit,0,0,US,low,0,Allison Hickman,0.9102307700301,0.17043
TXN00013684,CUST000371,2022-09-21 01:10:04,168.87,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.16887
TXN00037262,CUST000371,2023-06-07 06:04:04,143.27,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.14327
TXN00003167,CUST000371,2022-05-30 14:46:04,139.75,withdrawal,0,0,US,low,0,Allison Hickman,0.9102307700301,0.13975
TXN00095681,CUST000371,2025-03-09 10:48:04,117.97,transfer,0,0,US,low,0,Allison Hickman,0.9102307700301,0.11797
TXN00035602,CUST000371,2023-05-19 12:46:04,63.6,payment,0,0,US,low,0,Allison Hickman,0.9102307700301,0.0636
TXN00073031,CUST001473,2024-07-05 06:21:04,8232.02,transfer,0,0,US,low,0,Edward Baker,0.9049050945730649,8.23202
TXN00043983,CUST001473,2023-08-20 23:30:04,330.98,deposit,0,1,SZ,medium,1,Edward Baker,0.9049050945730649,3.33098
TXN00048481,CUST001473,2023-10-10 05:04:04,282.75,deposit,1,0,US,low,0,Edward Baker,0.9049050945730649,3.28275
TXN00006360,CUST001473,2022-07-04 01:55:04,278.25,withdrawal,1,0,US,low,0,Edward Baker,0.9049050945730649,3.27825
TXN00063033,CUST001473,2024-03-18 10:59:04,261.45,transfer,1,0,US,low,0,Edward Baker,0.9049050945730649,3.26145
TXN00022444,CUST001473,2022-12-26 09:02:04,174.19,deposit,0,1,LI,medium,1,Edward Baker,0.9049050945730649,3.17419
TXN00013403,CUST001473,2022-09-17 19:42:04,166.93,withdrawal,1,0,US,low,0,Edward Baker,0.9049050945730649,3.16693
TXN00068425,CUST001473,2024-05-15 17:38:04,94.24,withdrawal,1,0,US,low,0,Edward Baker,0.9049050945730649,3.09424
TXN00091206,CUST001473,2025-01-19 04:41:04,422.28,transfer,0,0,US,low,0,Edward Baker,0.9049050945730649,0.42228
TXN00064580,CUST001473,2024-04-04 06:18:04,286.69,deposit,0,0,US,low,0,Edward Baker,0.9049050945730649,0.28669
TXN00010077,CUST001473,2022-08-13 01:44:04,145.89,transfer,0,0,US,low,0,Edward Baker,0.9049050945730649,0.14589
TXN00072328,CUST001473,2024-06-27 12:37:04,138.72,transfer,0,0,US,low,0,Edward Baker,0.9049050945730649,0.13872
TXN00064201,CUST001473,2024-03-30 23:41:04,120.13,transfer,0,0,US,low,0,Edward Baker,0.9049050945730649,0.12013
TXN00035553,CUST002152,2023-05-19 04:54:04,11899.64,deposit,1,0,US,low,0,Debbie Gordon,0.9025942137289724,14.89964
TXN00056709,CUST002152,2024-01-08 04:50:04,180.33,deposit,1,1,FJ,low,0,Debbie Gordon,0.9025942137289724,5.18033
TXN00004119,CUST002152,2022-06-10 05:18:04,1182.09,withdrawal,1,0,US,low,0,Debbie Gordon,0.9025942137289724,4.18209
TXN00007090,CUST002152,2022-07-12 03:25:04,852.75,deposit,1,0,US,low,0,Debbie Gordon,0.9025942137289724,3.85275
TXN00058847,CUST002152,2024-02-01 08:05:04,346.13,withdrawal,1,0,US,low,0,Debbie Gordon,0.9025942137289724,3.34613
TXN00012189,CUST002152,2022-09-05 01:17:04,324.14,payment,0,1,SJ,medium,1,Debbie Gordon,0.9025942137289724,3.32414
TXN00088562,CUST002152,2024-12-21 06:27:04,14.93,transfer,1,0,US,low,0,Debbie Gordon,0.9025942137289724,3.01493
TXN00057963,CUST002152,2024-01-22 05:32:04,1382.47,payment,0,0,US,low,0,Debbie Gordon,0.9025942137289724,1.38247
TXN00043391,CUST002152,2023-08-14 13:49:04,864.6,withdrawal,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.8646
TXN00031793,CUST002152,2023-04-08 10:39:04,761.94,transfer,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.7619400000000001
TXN00096185,CUST002152,2025-03-15 03:03:04,397.57,withdrawal,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.39757
TXN00098446,CUST002152,2025-04-08 05:37:04,237.27,transfer,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.23727
TXN00067661,CUST002152,2024-05-07 03:32:04,164.24,transfer,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.16424
TXN00081288,CUST002152,2024-10-02 15:46:04,162.77,transfer,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.16277
TXN00042417,CUST002152,2023-08-04 08:37:04,10.0,transfer,0,0,US,low,0,Debbie Gordon,0.9025942137289724,0.01
TXN00099148,CUST003486,2025-04-15 22:58:04,14048.23,transfer,0,1,BR,medium,1,Chris Morris,0.8923088899711202,17.04823
TXN00098551,CUST003486,2025-04-09 10:16:04,1308.52,withdrawal,1,0,US,low,0,Chris Morris,0.8923088899711202,4.30852
TXN00080047,CUST003486,2024-09-19 22:38:04,607.77,transfer,0,1,MR,medium,1,Chris Morris,0.8923088899711202,3.60777
TXN00036860,CUST003486,2023-06-03 01:31:04,439.61,deposit,1,0,US,low,0,Chris Morris,0.8923088899711202,3.43961
TXN00060970,CUST003486,2024-02-24 07:50:04,208.72,deposit,1,0,US,low,0,Chris Morris,0.8923088899711202,3.20872
TXN00001508,CUST003486,2022-05-12 03:00:04,78.9,withdrawal,1,0,US,low,0,Chris Morris,0.8923088899711202,3.0789
TXN00098859,CUST003486,2025-04-12 16:25:04,372.23,payment,0,1,JO,low,0,Chris Morris,0.8923088899711202,2.37223
TXN00050033,CUST003486,2023-10-27 03:35:04,835.05,deposit,0,0,US,low,0,Chris Morris,0.8923088899711202,0.83505
TXN00024675,CUST003486,2023-01-19 13:06:04,359.8,withdrawal,0,0,US,low,0,Chris Morris,0.8923088899711202,0.3598
TXN00090855,CUST003486,2025-01-15 12:29:04,194.67,transfer,0,0,US,low,0,Chris Morris,0.8923088899711202,0.19466999999999998
TXN00067196,CUST003486,2024-05-01 22:56:04,158.23,transfer,0,0,US,low,0,Chris Morris,0.8923088899711202,0.15822999999999998
TXN00071856,CUST003486,2024-06-22 12:20:04,121.28,deposit,0,0,US,low,0,Chris Morris,0.8923088899711202,0.12128
TXN00038320,CUST001797,2023-06-18 14:16:04,8851.74,withdrawal,1,1,TM,medium,1,Susan Baldwin,0.8875611737496524,14.85174
TXN00046029,CUST001797,2023-09-13 14:06:04,13157.66,payment,0,0,US,low,0,Susan Baldwin,0.8875611737496524,13.15766
TXN00077882,CUST001797,2024-08-27 04:48:04,157.13,deposit,1,1,DM,low,0,Susan Baldwin,0.8875611737496524,5.15713
TXN00030007,CUST001797,2023-03-19 15:20:04,27.5,deposit,1,1,SB,low,0,Susan Baldwin,0.8875611737496524,5.0275
TXN00025455,CUST001797,2023-01-28 09:40:04,774.07,deposit,1,0,US,low,0,Susan Baldwin,0.8875611737496524,3.77407
TXN00006535,CUST001797,2022-07-05 21:20:04,432.59,withdrawal,1,0,US,low,0,Susan Baldwin,0.8875611737496524,3.43259
TXN00085467,CUST001797,2024-11-16 20:14:04,215.68,withdrawal,1,0,US,low,0,Susan Baldwin,0.8875611737496524,3.21568
TXN00002175,CUST001797,2022-05-19 09:47:04,133.72,deposit,1,0,US,low,0,Susan Baldwin,0.8875611737496524,3.13372
TXN00088458,CUST001797,2024-12-20 01:04:04,86.75,withdrawal,1,0,US,low,0,Susan Baldwin,0.8875611737496524,3.08675
