customer_id,name,age,nationality,occupation,account_opening_date,pep_status,sanctions_match,address_change_count
CUST000179,Lawrence Adkins,34,Brunei Darussalam,Teacher,2014-12-16,0,0,3
CUST000180,Robert Oconnell,55,Uganda,Retired,2019-09-12,0,0,4
CUST000181,Alexander Collins,41,Costa Rica,Engineer,2012-05-09,0,0,1
CUST000182,Tina Sanders,86,Bahamas,Lawyer,2019-12-09,0,0,2
CUST000183,Angela Vaughn,87,Saint Vincent and the Grenadines,Financial Analyst,2017-06-16,0,0,2
CUST000184,Ashley Barton,28,Antigua and Barbuda,Engineer,2015-07-02,0,0,0
CUST000185,Lindsay Martinez,33,Kenya,Consultant,2016-01-27,0,0,0
CUST000186,Dr. Hannah Patterson,90,Côte d'Ivoire,Manager,2014-08-16,0,0,0
CUST000187,Jonathan Peterson,76,Oman,Consultant,2012-11-03,0,0,1
CUST000188,Samantha Garcia,87,Turks and Caicos Islands,Consultant,2014-04-28,0,0,1
CUST000189,Madison Poole,20,United States Minor Outlying Islands,Engineer,2021-09-25,0,0,5
CUST000190,Jessica Gross,37,Sudan,Business Owner,2018-11-21,0,0,1
CUST000191,Debra Morton,76,Comoros,Lawyer,2019-05-30,0,0,2
CUST000192,Karen Graham,53,New Zealand,Teacher,2023-01-05,0,0,2
CUST000193,Debra Christian,36,Kyrgyzstan,Manager,2016-11-12,0,0,0
CUST000194,Angelica Keith,84,Seychelles,Sales Representative,2023-12-23,0,0,0
CUST000195,John Bishop,36,Northern Mariana Islands,Researcher,2011-04-03,0,0,1
CUST000196,Allen Rosales,37,Paraguay,Financial Analyst,2012-01-10,0,0,2
CUST000197,Daniel Salinas,88,Yemen,Teacher,2019-04-15,0,0,5
CUST000198,Spencer Haynes,69,Belgium,Financial Analyst,2011-04-02,0,0,1
CUST000199,Adam Vaughan,50,Guernsey,Business Owner,2019-07-05,0,0,3
CUST000200,Nathan Freeman,57,France,Lawyer,2024-04-15,0,0,1
CUST000201,Melissa Brewer,56,Portugal,Government Employee,2022-11-09,0,0,2
CUST000202,Ricky Davis II,18,Tajikistan,IT Professional,2023-02-16,0,0,1
CUST000203,Elizabeth Perkins,28,Greenland,Student,2019-04-25,0,0,0
CUST000204,Joseph Coleman,74,Réunion,Business Owner,2022-12-08,0,0,0
CUST000205,Erin Warner,67,Qatar,Teacher,2023-09-29,0,0,0
CUST000206,David Martinez,40,Brazil,Manager,2017-01-14,0,0,1
CUST000207,Bryan Herrera,48,Malta,Retired,2022-11-10,1,0,2
CUST000208,Cathy Robinson,59,Saint Barthélemy,Manager,2012-12-01,0,0,0
CUST000209,Dr. William Warren,24,"Korea, Republic of",Lawyer,2019-02-10,0,0,2
CUST000210,Brian Lee,33,Poland,Retired,2018-03-15,0,0,0
CUST000211,Christopher Smith,77,Lebanon,Doctor,2013-07-24,0,0,2
CUST000212,Denise Mccann,19,Philippines,Lawyer,2019-08-23,0,0,2
CUST000213,Melissa Martinez,18,Bouvet Island,Lawyer,2012-05-09,0,0,2
CUST000214,Katherine Salas,65,Montserrat,Consultant,2021-06-25,0,0,1
CUST000215,Julie Alexander,29,Honduras,Business Owner,2011-08-23,0,0,0
CUST000216,Anthony Everett,86,Heard Island and McDonald Islands,Unemployed,2011-07-11,0,0,3
CUST000217,Rodney Morales,54,Liberia,Manager,2013-11-05,0,0,0
CUST000218,Mark Brown,49,Türkiye,Researcher,2018-12-31,0,0,0
CUST000219,Justin Torres,26,Norway,Government Employee,2013-11-03,0,0,0
CUST000220,Bailey Duran DDS,36,United Kingdom,Consultant,2015-04-27,0,0,2
CUST000221,Courtney Mills,65,Botswana,Teacher,2020-03-06,0,0,2
CUST000222,Jeremy Dalton,20,Faroe Islands,Unemployed,2022-05-02,0,0,2
CUST000223,Elizabeth Oliver DDS,37,Lebanon,Student,2022-04-10,0,0,1
CUST000224,Theresa Clark,41,Gambia,Engineer,2014-10-12,0,0,0
CUST000225,Matthew Moore,71,Cuba,Accountant,2016-07-02,0,0,4
CUST000226,Benjamin Smith,50,Mongolia,Student,2014-12-13,0,0,1
CUST000227,Kirk Carter,41,Austria,Engineer,2015-03-25,0,0,1
CUST000228,Michael Warner,89,Saint Barthélemy,Doctor,2013-12-22,0,0,1
CUST000229,Michael Bradshaw,53,"Virgin Islands, British",Financial Analyst,2023-03-27,0,0,0
CUST000230,Lori Guerrero,55,Norfolk Island,Teacher,2022-03-29,0,0,0
CUST000231,Jessica Stephens,42,Réunion,Manager,2023-02-02,0,0,1
CUST000232,Susan Serrano,35,Pakistan,Researcher,2015-06-02,0,0,0
CUST000233,Christopher Parker,83,Cameroon,Sales Representative,2016-11-02,0,0,0
CUST000234,Laura Roberts,71,Ethiopia,Lawyer,2021-12-30,0,0,3
CUST000235,Michael Lyons,52,Uzbekistan,Researcher,2018-11-15,0,0,1
CUST000236,Kathryn Snyder,78,Portugal,Financial Analyst,2020-02-25,0,0,1
CUST000237,Andrew Reynolds,58,South Africa,Consultant,2020-03-07,0,0,2
CUST000238,David Davis,50,Seychelles,Government Employee,2012-06-02,0,0,4
CUST000239,Sara Johnston,85,Guinea,IT Professional,2014-05-21,0,0,0
CUST000240,Yvonne Chambers,50,Bahamas,Student,2021-04-21,0,0,3
CUST000241,Andrew Avila,31,Ukraine,Engineer,2014-12-26,0,0,1
CUST000242,Matthew Moon,38,Guinea,Sales Representative,2020-05-01,0,0,0
CUST000243,Kevin Walters,65,Mauritania,Student,2018-03-15,0,0,0
CUST000244,Brandon Bailey MD,37,United States Minor Outlying Islands,Teacher,2014-01-27,0,0,1
CUST000245,Shannon Rivera,25,Algeria,Unemployed,2018-11-05,0,0,2
CUST000246,Donna Landry,24,Luxembourg,Manager,2022-10-04,0,0,0
CUST000247,Krista Gibson,84,Northern Mariana Islands,Retired,2014-07-05,0,0,1
CUST000248,Frank Cordova,34,Jordan,Student,2012-02-08,0,0,2
CUST000249,Jose Travis,50,Dominican Republic,Student,2022-04-02,0,0,1
CUST000250,Kimberly Gutierrez,65,Gambia,IT Professional,2023-04-25,0,0,3
CUST000251,Isaiah Avila,76,New Zealand,Manager,2012-04-28,0,0,3
CUST000252,Olivia Harris,39,Ireland,Researcher,2024-02-13,0,0,1
CUST000253,Tanya Kim,47,Northern Mariana Islands,Government Employee,2022-05-10,0,0,5
CUST000254,Barbara Dudley,55,Guyana,Consultant,2019-02-23,0,0,0
CUST000255,Cynthia Moore,68,Malaysia,Government Employee,2020-09-19,0,0,0
CUST000256,Kristen Davis,71,Faroe Islands,IT Professional,2015-05-02,0,0,1
CUST000257,Susan Murray MD,25,United States,Doctor,2013-07-22,0,0,2
CUST000258,Kathleen Moran,44,Mali,IT Professional,2013-08-26,0,0,2
CUST000259,Denise Davenport,44,Gambia,Government Employee,2019-08-27,0,0,1
CUST000260,Mrs. Kristen Reyes,38,Sao Tome and Principe,Unemployed,2015-06-15,0,0,0
CUST000261,Katie Suarez,47,Trinidad and Tobago,Business Owner,2023-02-18,0,0,0
CUST000262,Desiree Tyler,45,Montenegro,Financial Analyst,2020-10-03,0,0,3
CUST000263,Timothy Romero,81,Cayman Islands,Student,2015-12-13,0,0,3
CUST000264,Diane Evans,86,Indonesia,Manager,2024-05-26,0,0,2
CUST000265,Yvonne Burns,78,Northern Mariana Islands,Government Employee,2015-09-10,0,0,2
CUST000266,Joshua Reed,65,Grenada,Business Owner,2018-07-02,0,0,1
CUST000267,Kimberly Gibson,36,Côte d'Ivoire,Manager,2014-03-30,0,0,0
CUST000268,Colin Terry,21,Oman,Consultant,2018-01-19,0,0,1
CUST000269,Cynthia Rowe,52,Slovenia,Unemployed,2014-12-17,0,0,2
CUST000270,Patrick Thornton,81,Guinea-Bissau,Manager,2011-12-26,0,0,1
CUST000271,Jasmin Alvarado,66,Jordan,IT Professional,2013-07-14,0,0,0
CUST000272,Veronica Simpson,34,"Congo, The Democratic Republic of the",Doctor,2020-12-22,0,0,4
CUST000273,Jonathan Lawrence,61,Norway,IT Professional,2020-03-10,0,0,3
CUST000274,Shelly Alexander,47,Papua New Guinea,Financial Analyst,2017-10-17,0,0,0
CUST000275,Joyce Bowen,63,Nauru,Manager,2019-07-26,0,0,2
CUST000276,Matthew Moore,23,Latvia,Teacher,2023-02-19,0,0,4
CUST000277,Wayne Morgan,54,Colombia,Student,2011-06-17,0,0,0
CUST000278,Marie Christian,41,Peru,Unemployed,2012-04-15,0,0,1
CUST000279,Shannon James,63,Gibraltar,Engineer,2023-01-30,0,0,1
CUST000280,Nathan Malone,70,Grenada,IT Professional,2017-05-31,0,0,1
CUST000281,Amanda Jones,77,Luxembourg,Engineer,2023-03-02,0,0,3
CUST000282,Tammie Bright,80,Grenada,Engineer,2023-04-29,0,0,1
CUST000283,Jessica Garcia,49,Saint Martin (French part),Manager,2011-05-07,0,0,0
CUST000284,Shelia Wallace,50,Samoa,Consultant,2013-10-03,0,0,0
CUST000285,Stephanie Williams,84,Iraq,Sales Representative,2013-03-03,0,0,0
CUST000286,Elaine Brooks,35,Cayman Islands,Business Owner,2012-07-15,0,0,1
CUST000287,Joseph Knight,42,Bermuda,Business Owner,2020-12-01,0,0,2
CUST000288,Carolyn Miller,71,"Bonaire, Sint Eustatius and Saba",Manager,2023-03-05,0,0,0
CUST000289,Lisa Allen,75,Greece,Teacher,2013-01-21,0,0,2
CUST000290,Briana Murray,84,Canada,Teacher,2022-08-26,0,0,2
CUST000291,David Smith,63,Italy,Lawyer,2020-04-12,0,0,0
CUST000292,Stephanie Byrd,41,Côte d'Ivoire,Manager,2022-11-29,0,0,2
CUST000293,Jeremy Reed,49,Faroe Islands,Accountant,2011-02-07,0,0,2
CUST000294,Margaret Coleman,64,Philippines,IT Professional,2022-12-04,0,0,1
CUST000295,Ryan Gonzalez,40,Gambia,Doctor,2019-03-05,0,0,1
CUST000296,John Young,83,Myanmar,Unemployed,2015-05-24,0,0,2
CUST000297,Laura Haney,44,Haiti,Engineer,2021-10-04,0,0,5
CUST000298,William Barrett,19,Yemen,Doctor,2011-09-03,0,0,1
CUST000299,Keith Jennings,34,Kazakhstan,IT Professional,2018-12-05,0,0,1
CUST000300,Amber Obrien,50,Greenland,IT Professional,2011-06-19,0,0,1
CUST000301,Tanner Mitchell DDS,26,North Macedonia,Engineer,2011-02-11,0,0,0
CUST000302,Heather Fields,60,Saint Barthélemy,Retired,2023-07-23,0,0,1
CUST000303,Megan Le,65,Nepal,Retired,2010-07-23,0,0,1
CUST000304,Sara Fuller,56,Senegal,Manager,2022-08-11,0,0,0
CUST000305,Maria Parker,59,Bahrain,Unemployed,2015-01-17,0,0,1
CUST000306,Kevin Oconnor,43,Cyprus,Financial Analyst,2011-05-11,0,0,0
CUST000307,Edward Burgess,67,Viet Nam,Retired,2011-10-09,0,0,1
CUST000308,Carlos Ryan,42,Cocos (Keeling) Islands,Financial Analyst,2012-09-21,0,0,0
CUST000309,Kiara Mcintyre,41,Luxembourg,Government Employee,2017-05-09,0,0,0
CUST000310,Dawn Summers,30,Falkland Islands (Malvinas),Unemployed,2018-08-07,0,0,3
CUST000311,Dr. Paul Morgan,77,Zimbabwe,IT Professional,2019-11-13,0,0,4
CUST000312,Victor Taylor,24,Botswana,Researcher,2017-05-27,0,0,0
CUST000313,Shannon Ramsey,74,Luxembourg,Sales Representative,2019-02-04,0,0,1
CUST000314,Tracy Ballard,53,Pakistan,Financial Analyst,2018-06-29,0,0,0
CUST000315,Richard Smith,62,Falkland Islands (Malvinas),Lawyer,2015-07-28,0,0,1
CUST000316,Jordan Chambers,37,Maldives,Financial Analyst,2021-07-06,0,0,1
CUST000317,Lauren Carson,82,Ecuador,Teacher,2017-09-20,0,0,0
CUST000318,Ashley Hall,25,Norway,Sales Representative,2014-03-12,0,0,2
CUST000319,Stephen Hoffman,33,Angola,Doctor,2017-05-10,0,0,0
CUST000320,Connie Brown,31,South Africa,Doctor,2022-10-27,0,0,0
CUST000321,Susan Turner,32,Kazakhstan,Consultant,2024-03-28,0,0,2
CUST000322,Charles Shah,83,Honduras,Retired,2014-03-03,0,0,2
CUST000323,Johnathan Davis,49,Trinidad and Tobago,Teacher,2010-07-08,0,0,1
CUST000324,Brandy Chavez,80,Mozambique,Lawyer,2011-10-27,0,0,1
CUST000325,Natalie Bautista,68,Belgium,Engineer,2022-03-16,0,0,1
CUST000326,Patrick Moore,42,Mali,Sales Representative,2022-10-21,0,0,1
CUST000327,Brett Burns,75,Saudi Arabia,Government Employee,2012-05-22,0,0,1
CUST000328,Trevor Johnson,80,"Virgin Islands, U.S.",Lawyer,2019-09-01,0,0,1
CUST000329,Jeremy Sampson,79,Japan,Student,2013-02-06,0,0,1
CUST000330,Ariana Jennings,39,Lao People's Democratic Republic,IT Professional,2018-07-02,0,0,2
CUST000331,Vanessa Howard,75,Guinea-Bissau,Financial Analyst,2021-06-23,0,0,2
CUST000332,Colton Martinez,75,Holy See (Vatican City State),Business Owner,2016-08-14,0,0,1
CUST000333,Jordan Bates,66,Brunei Darussalam,Retired,2022-11-27,0,0,1
