transaction_id,customer_id,transaction_date,amount,transaction_type,is_cash_transaction,is_cross_border,country_code,risk_rating,country_risk_score,name,suspicious_probability,transaction_risk_score
TXN00004615,CUST000096,2023-10-26 09:26:09,410.94,transfer,0,0,US,low,0,Anna Henderson,0.6626629812599115,0.41093999999999997
TXN00009253,CUST000096,2025-03-15 14:36:09,329.41,transfer,0,0,US,low,0,Anna Henderson,0.6626629812599115,0.32941000000000004
TXN00002004,CUST000096,2023-01-12 09:20:09,312.98,withdrawal,0,0,US,low,0,Anna Henderson,0.6626629812599115,0.31298000000000004
TXN00003399,CUST000096,2023-06-08 00:10:09,281.0,transfer,0,0,US,low,0,Anna Henderson,0.6626629812599115,0.281
TXN00004764,CUST000096,2023-11-12 00:30:09,110.45,transfer,0,0,US,low,0,Anna Henderson,0.6626629812599115,0.11045
TXN00009653,CUST000096,2025-05-02 04:55:09,10.0,transfer,0,0,US,low,0,Anna Henderson,0.6626629812599115,0.01
TXN00007048,CUST000007,2024-07-24 14:24:09,8598.14,deposit,1,1,KE,medium,1,Abigail Shaffer,0.6624729320590472,14.598139999999999
TXN00009237,CUST000007,2025-03-14 10:34:09,11003.98,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,11.00398
TXN00000641,CUST000007,2022-08-21 17:31:09,5755.18,transfer,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,8.75518
TXN00009638,CUST000007,2025-04-30 00:44:09,8284.22,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,8.28422
TXN00007086,CUST000007,2024-07-29 06:33:09,150.53,withdrawal,1,1,NP,high,2,Abigail Shaffer,0.6624729320590472,7.15053
TXN00006135,CUST000007,2024-04-17 00:07:09,1144.65,withdrawal,1,1,BO,medium,1,Abigail Shaffer,0.6624729320590472,7.14465
TXN00008288,CUST000007,2024-11-26 09:27:09,375.08,withdrawal,1,1,RE,medium,1,Abigail Shaffer,0.6624729320590472,6.3750800000000005
TXN00005859,CUST000007,2024-03-17 18:02:09,481.28,deposit,1,1,FO,low,0,Abigail Shaffer,0.6624729320590472,5.48128
TXN00009738,CUST000007,2025-05-12 16:12:09,336.13,withdrawal,1,1,CN,low,0,Abigail Shaffer,0.6624729320590472,5.33613
TXN00002213,CUST000007,2023-02-03 17:54:09,4661.71,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,4.66171
TXN00002517,CUST000007,2023-03-08 09:16:09,537.64,transfer,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.53764
TXN00009790,CUST000007,2025-05-18 22:22:09,375.67,withdrawal,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.37567
TXN00006950,CUST000007,2024-07-14 05:46:09,373.25,withdrawal,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.37325
TXN00006254,CUST000007,2024-04-30 09:16:09,317.47,deposit,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.31747
TXN00006855,CUST000007,2024-07-04 14:40:09,283.36,withdrawal,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.28336
TXN00000937,CUST000007,2022-09-19 16:42:09,276.3,withdrawal,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.2763
TXN00004552,CUST000007,2023-10-19 06:15:09,274.36,transfer,0,1,TT,medium,1,Abigail Shaffer,0.6624729320590472,3.27436
TXN00000011,CUST000007,2022-06-13 14:54:09,200.03,withdrawal,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.20003
TXN00008845,CUST000007,2025-01-29 14:40:09,192.24,deposit,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.19224
TXN00003471,CUST000007,2023-06-16 09:06:09,172.21,withdrawal,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.17221
TXN00003690,CUST000007,2023-07-13 23:59:09,58.03,deposit,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.05803
TXN00000372,CUST000007,2022-07-22 15:04:09,10.0,deposit,1,0,US,low,0,Abigail Shaffer,0.6624729320590472,3.01
TXN00000883,CUST000007,2022-09-14 12:41:09,731.83,transfer,0,1,MC,low,0,Abigail Shaffer,0.6624729320590472,2.73183
TXN00008761,CUST000007,2025-01-20 05:10:09,152.56,payment,0,1,BB,low,0,Abigail Shaffer,0.6624729320590472,2.15256
TXN00009462,CUST000007,2025-04-09 06:41:09,1646.97,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,1.64697
TXN00005943,CUST000007,2024-03-26 14:30:09,443.58,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.44358
TXN00009601,CUST000007,2025-04-25 15:39:09,423.67,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.42367
TXN00003264,CUST000007,2023-05-23 22:47:09,356.57,payment,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.35657
TXN00001074,CUST000007,2022-10-04 21:13:09,354.18,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.35418
TXN00008532,CUST000007,2024-12-23 05:13:09,268.15,deposit,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.26815
TXN00001514,CUST000007,2022-11-22 11:27:09,232.48,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.23248
TXN00008625,CUST000007,2025-01-01 21:11:09,187.52,deposit,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.18752000000000002
TXN00000795,CUST000007,2022-09-06 02:05:09,155.74,payment,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.15574000000000002
TXN00002686,CUST000007,2023-03-26 11:47:09,118.58,withdrawal,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.11858
TXN00001747,CUST000007,2022-12-17 05:50:09,40.66,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.040659999999999995
TXN00003224,CUST000007,2023-05-19 17:00:09,10.0,transfer,0,0,US,low,0,Abigail Shaffer,0.6624729320590472,0.01
TXN00006991,CUST000979,2024-07-18 23:35:09,10.0,deposit,0,0,US,low,0,Derek Wright,0.6607936847086576,0.01
TXN00007053,CUST000886,2024-07-25 02:27:09,83.66,withdrawal,1,0,US,low,0,Kenneth Sharp,0.6600919658897559,3.08366
TXN00004470,CUST000706,2023-10-09 08:00:09,5103.27,withdrawal,1,1,GU,low,0,James Tran,0.6590546946277197,10.10327
TXN00007124,CUST000706,2024-08-01 20:31:09,126.27,withdrawal,1,0,US,low,0,James Tran,0.6590546946277197,3.12627
TXN00005944,CUST000706,2024-03-26 16:46:09,93.02,withdrawal,1,0,US,low,0,James Tran,0.6590546946277197,3.09302
TXN00002075,CUST000706,2023-01-20 07:08:09,236.79,payment,0,0,US,low,0,James Tran,0.6590546946277197,0.23679
TXN00000453,CUST000185,2022-07-31 06:45:09,11018.75,withdrawal,0,0,US,low,0,Lindsay Martinez,0.658685049109176,11.01875
TXN00006489,CUST000185,2024-05-26 09:48:09,6997.84,payment,0,0,US,low,0,Lindsay Martinez,0.658685049109176,6.99784
TXN00000692,CUST000185,2022-08-26 03:30:09,835.28,deposit,1,1,KE,medium,1,Lindsay Martinez,0.658685049109176,6.83528
TXN00007719,CUST000185,2024-09-30 19:14:09,572.8,withdrawal,1,1,LS,medium,1,Lindsay Martinez,0.658685049109176,6.5728
TXN00007728,CUST000185,2024-10-01 10:42:09,1611.1,deposit,1,0,US,low,0,Lindsay Martinez,0.658685049109176,4.6111
TXN00000925,CUST000185,2022-09-18 07:07:09,268.45,deposit,1,0,US,low,0,Lindsay Martinez,0.658685049109176,3.26845
TXN00009030,CUST000185,2025-02-20 00:24:09,237.18,deposit,1,0,US,low,0,Lindsay Martinez,0.658685049109176,3.23718
TXN00006416,CUST000185,2024-05-18 08:56:09,118.78,transfer,0,1,GQ,medium,1,Lindsay Martinez,0.658685049109176,3.11878
TXN00001346,CUST000185,2022-11-01 19:17:09,10.0,payment,1,0,US,low,0,Lindsay Martinez,0.658685049109176,3.01
TXN00008642,CUST000185,2025-01-03 15:06:09,172.68,payment,0,1,CH,low,0,Lindsay Martinez,0.658685049109176,2.17268
TXN00005171,CUST000185,2023-12-28 17:48:09,1223.69,deposit,0,0,US,low,0,Lindsay Martinez,0.658685049109176,1.22369
TXN00003352,CUST000185,2023-06-03 05:20:09,420.11,transfer,0,0,US,low,0,Lindsay Martinez,0.658685049109176,0.42011000000000004
TXN00008522,CUST000185,2024-12-22 12:59:09,395.03,withdrawal,0,0,US,low,0,Lindsay Martinez,0.658685049109176,0.39503
TXN00002899,CUST000185,2023-04-17 23:49:09,305.85,payment,0,0,US,low,0,Lindsay Martinez,0.658685049109176,0.30585
TXN00007754,CUST000185,2024-10-03 22:21:09,242.96,payment,0,0,US,low,0,Lindsay Martinez,0.658685049109176,0.24296
TXN00008501,CUST000185,2024-12-20 13:06:09,189.95,deposit,0,0,US,low,0,Lindsay Martinez,0.658685049109176,0.18994999999999998
TXN00008361,CUST000559,2024-12-04 19:33:09,5010.41,deposit,1,1,GI,low,0,Larry Robertson,0.656261433061716,10.01041
TXN00000445,CUST000559,2022-07-30 14:03:09,347.69,transfer,1,1,LI,medium,1,Larry Robertson,0.656261433061716,6.34769
TXN00007195,CUST000559,2024-08-08 16:15:09,680.98,payment,0,0,US,low,0,Larry Robertson,0.656261433061716,0.68098
TXN00009018,CUST000559,2025-02-18 06:11:09,294.15,transfer,0,0,US,low,0,Larry Robertson,0.656261433061716,0.29414999999999997
TXN00005663,CUST000559,2024-02-23 20:52:09,283.53,transfer,0,0,US,low,0,Larry Robertson,0.656261433061716,0.28352999999999995
TXN00000531,CUST000559,2022-08-08 21:35:09,112.06,transfer,0,0,US,low,0,Larry Robertson,0.656261433061716,0.11206
TXN00001511,CUST000559,2022-11-22 05:01:09,10.0,payment,0,0,US,low,0,Larry Robertson,0.656261433061716,0.01
TXN00004414,CUST000343,2023-10-03 13:59:09,9331.03,deposit,1,1,AS,low,0,Anthony Harmon,0.6556513062511169,14.33103
TXN00000201,CUST000343,2022-07-04 03:23:09,8983.46,payment,0,0,US,low,0,Anthony Harmon,0.6556513062511169,8.98346
TXN00008032,CUST000343,2024-11-01 14:20:09,8050.12,deposit,0,0,US,low,0,Anthony Harmon,0.6556513062511169,8.05012
TXN00001578,CUST000343,2022-11-29 13:30:09,1676.95,deposit,1,0,US,low,0,Anthony Harmon,0.6556513062511169,4.67695
TXN00007273,CUST000343,2024-08-15 19:52:09,325.79,withdrawal,1,0,US,low,0,Anthony Harmon,0.6556513062511169,3.32579
TXN00000356,CUST000343,2022-07-20 14:49:09,1571.03,payment,0,0,US,low,0,Anthony Harmon,0.6556513062511169,1.57103
TXN00007660,CUST000343,2024-09-25 03:05:09,866.99,payment,0,0,US,low,0,Anthony Harmon,0.6556513062511169,0.86699
TXN00001929,CUST000343,2023-01-04 12:06:09,162.92,payment,0,0,US,low,0,Anthony Harmon,0.6556513062511169,0.16291999999999998
TXN00006964,CUST000343,2024-07-15 18:20:09,142.76,transfer,0,0,US,low,0,Anthony Harmon,0.6556513062511169,0.14276
TXN00009659,CUST000343,2025-05-02 21:15:09,141.73,transfer,0,0,US,low,0,Anthony Harmon,0.6556513062511169,0.14173
TXN00001957,CUST000343,2023-01-07 05:22:09,125.72,payment,0,0,US,low,0,Anthony Harmon,0.6556513062511169,0.12572
TXN00003028,CUST000343,2023-04-30 15:13:09,101.08,transfer,0,0,US,low,0,Anthony Harmon,0.6556513062511169,0.10108
TXN00001013,CUST000962,2022-09-28 04:35:09,79.43,payment,1,1,YE,low,0,Sylvia Schroeder,0.6538230669240037,5.07943
TXN00007341,CUST000962,2024-08-22 16:24:09,1858.5,deposit,1,0,US,low,0,Sylvia Schroeder,0.6538230669240037,4.8585
TXN00007827,CUST000962,2024-10-10 21:49:09,774.03,payment,0,0,US,low,0,Sylvia Schroeder,0.6538230669240037,0.77403
TXN00002483,CUST000962,2023-03-05 06:39:09,214.51,transfer,0,0,US,low,0,Sylvia Schroeder,0.6538230669240037,0.21450999999999998
TXN00003886,CUST000908,2023-08-05 12:09:09,319.8,transfer,0,0,US,low,0,Kelly Haynes,0.6511580907292657,0.31980000000000003
TXN00000807,CUST000908,2022-09-07 06:51:09,50.16,transfer,0,0,US,low,0,Kelly Haynes,0.6511580907292657,0.050159999999999996
TXN00008224,CUST000761,2024-11-20 23:55:09,7932.85,deposit,0,0,US,low,0,Mary Kelly,0.647964509482878,7.93285
TXN00004972,CUST000761,2023-12-06 05:49:09,294.22,deposit,1,0,US,low,0,Mary Kelly,0.647964509482878,3.29422
TXN00003942,CUST000761,2023-08-12 01:04:09,291.46,withdrawal,1,0,US,low,0,Mary Kelly,0.647964509482878,3.29146
TXN00004223,CUST000761,2023-09-11 13:46:09,175.45,transfer,0,0,US,low,0,Mary Kelly,0.647964509482878,0.17545
TXN00003392,CUST000761,2023-06-07 06:06:09,107.49,payment,0,0,US,low,0,Mary Kelly,0.647964509482878,0.10748999999999999
TXN00009978,CUST000591,2025-06-09 18:50:09,198.2,withdrawal,1,0,US,low,0,Laurie Sanchez,0.6477636590803613,3.1982
TXN00000944,CUST000591,2022-09-20 06:47:09,174.28,deposit,1,0,US,low,0,Laurie Sanchez,0.6477636590803613,3.17428
TXN00005874,CUST000591,2024-03-19 10:42:09,597.3,payment,0,1,NR,low,0,Laurie Sanchez,0.6477636590803613,2.5972999999999997
TXN00008351,CUST000591,2024-12-03 19:57:09,118.6,deposit,0,0,US,low,0,Laurie Sanchez,0.6477636590803613,0.1186
TXN00003232,CUST000312,2023-05-20 14:36:09,11026.97,deposit,1,1,SL,low,0,Victor Taylor,0.6474476613646115,16.02697
TXN00005431,CUST000312,2024-01-27 18:28:09,9698.81,transfer,1,1,MZ,low,0,Victor Taylor,0.6474476613646115,14.69881
TXN00000031,CUST000312,2022-06-15 12:33:09,10.0,deposit,1,1,CI,medium,1,Victor Taylor,0.6474476613646115,6.01
TXN00008905,CUST000312,2025-02-04 11:07:09,559.77,payment,1,1,GM,low,0,Victor Taylor,0.6474476613646115,5.55977
