customer_id,name,age,nationality,occupation,pep_status,sanctions_match,suspicious_probability,transaction_count,total_amount
CUST000374,Sergio Knight,39,Tuvalu,Student,0,0,0.766499812116937,25.0,29246.11
CUST000381,Karla Ramos,86,Canada,Sales Representative,1,0,0.7967048334297182,32.0,69125.65
CUST000383,Douglas Gregory,79,Portugal,Financial Analyst,0,0,0.6374540937752942,30.0,14749.36
CUST000388,James Padilla,50,French Southern Territories,Government Employee,0,0,0.7983690963366383,28.0,32765.609999999997
CUST000389,Sandra Drake,40,Saint Barthélemy,Government Employee,0,0,0.8296601351501931,20.0,22926.3
CUST000392,Laura Mckinney,51,Suriname,Researcher,0,0,0.7684655946435968,27.0,29306.24
CUST000393,Brian Smith,69,Dominica,Student,0,0,0.8206255681881471,32.0,29448.309999999998
CUST000398,Gary Jackson,86,Andorra,Business Owner,0,0,0.6735063915268598,18.0,9152.97
CUST000401,Robin Young,41,Eritrea,Sales Representative,1,0,0.705246421118748,31.0,34869.42
CUST000408,Jeremy Turner,50,Uruguay,IT Professional,0,0,0.7780669342643302,22.0,28533.600000000002
CUST000412,Lisa Hunter,60,Timor-Leste,Researcher,1,0,0.7609454743863224,18.0,34080.99
CUST000413,Julian Conner,29,"Korea, Republic of",Unemployed,0,0,0.74083336961738,28.0,55940.61
CUST000415,Erica Alvarez,82,Ireland,Engineer,0,0,0.8222322762443443,27.0,22119.7
CUST000416,Antonio Garcia,50,Puerto Rico,Manager,0,0,0.6557209722856311,26.0,50996.37
CUST000423,Michael Mitchell,63,South Africa,Student,0,0,0.8661280044327299,21.0,26573.38
CUST000427,Jenna Larson,43,Ireland,Teacher,1,0,0.7782441933470519,27.0,51970.28
CUST000428,Emily Bennett,51,Gambia,Student,1,0,0.7227177342941711,20.0,32653.18
CUST000429,Robin Santiago,24,Philippines,Accountant,1,0,0.6967357094851142,32.0,58782.45
CUST000433,Travis Tucker,53,Algeria,Teacher,0,0,0.590216902241312,31.0,58009.03
CUST000434,Chad Jones,38,Cuba,Retired,0,0,0.7182998963284138,21.0,20677.079999999998
CUST000435,Ashley Wise,53,Malaysia,Consultant,0,0,0.8061270708484372,28.0,76714.59
CUST000438,Christopher Guerra,41,Brazil,Business Owner,0,0,0.752528474095999,31.0,11842.88
CUST000439,Rhonda Martin,81,United States Minor Outlying Islands,Government Employee,0,0,0.8055501514797228,21.0,23223.9
CUST000444,Holly Valentine,79,Latvia,Sales Representative,0,0,0.7934758437480527,30.0,40288.75
CUST000455,Alfred Galvan,36,Bermuda,Researcher,0,0,0.8746999332979414,27.0,53691.39
CUST000459,Aaron Miller,36,"Micronesia, Federated States of",Consultant,1,0,0.8792951277432397,34.0,54745.15
CUST000460,Ruben Dunn,26,Papua New Guinea,Financial Analyst,0,0,0.829349591801436,27.0,36174.53
CUST000463,Riley Bryant,69,Colombia,Business Owner,0,0,0.7239871958871307,23.0,18946.9
CUST000471,Veronica King,33,Lesotho,Retired,0,0,0.8370473941865548,22.0,16431.58
CUST000476,Julie Dominguez,75,France,Researcher,0,0,0.7669704071112158,24.0,15852.98
CUST000478,Judith Carter,31,Guinea,Accountant,0,0,0.8471294637980448,20.0,26627.21
CUST000480,Kaylee Hays,52,Azerbaijan,Accountant,0,0,0.7149003718932241,25.0,13667.99
CUST000491,Heather Williams,67,Jamaica,Unemployed,0,0,0.8011677340420088,29.0,44952.28
CUST000493,William Gould,83,Sao Tome and Principe,Unemployed,0,0,0.7265215959427422,20.0,16746.03
CUST000494,Mark Cox,22,Barbados,Accountant,0,0,0.681701075772186,29.0,44104.76
CUST000503,Mr. Justin Green III,21,Western Sahara,Retired,0,0,0.6901046013355204,24.0,15297.150000000001
CUST000504,Zachary Mitchell,53,Syrian Arab Republic,Business Owner,1,0,0.7114200058669379,29.0,22507.34
CUST000513,Allison Spencer,84,Saint Lucia,Business Owner,0,0,0.8074368329661591,29.0,19988.14
CUST000521,Amy Martinez,18,French Guiana,Manager,0,0,0.80313937826053,31.0,25727.91
CUST000532,Mark Jimenez,62,Gibraltar,Financial Analyst,0,0,0.722890563467064,31.0,43912.58
CUST000546,Cindy Gomez,32,Poland,Doctor,0,0,0.8150456809013208,27.0,26881.22
CUST000555,Robert Morgan,89,Holy See (Vatican City State),Unemployed,0,0,0.5922172066426136,21.0,16802.09
CUST000556,Nicole Gonzalez,41,Colombia,Sales Representative,0,0,0.8545024791891072,21.0,20300.53
CUST000561,Nancy Evans MD,75,Madagascar,Student,0,0,0.7516778671646667,18.0,11032.69
CUST000563,Robert Richardson,67,Armenia,Lawyer,0,0,0.6734463269553932,24.0,66817.38
CUST000569,Lisa Randall,34,Burkina Faso,Financial Analyst,0,0,0.8016561155016947,24.0,17641.77
CUST000575,Daniel Nguyen,52,Singapore,Sales Representative,0,0,0.7589098116135661,32.0,20225.96
CUST000589,Dale Ryan,28,Viet Nam,Lawyer,0,0,0.8718468467711513,19.0,60086.48
CUST000593,Jason Love,44,Kyrgyzstan,Lawyer,1,0,0.6413276867053542,24.0,35589.14
CUST000595,Tanya Russell,50,Georgia,Researcher,0,0,0.7891307200586536,18.0,12877.93
CUST000600,Susan Thompson,86,Northern Mariana Islands,Lawyer,0,0,0.5310940833245121,25.0,5499.72
CUST000601,Casey Gillespie,22,Dominica,Engineer,1,0,0.6382957976009991,28.0,28513.22
CUST000603,Tammy Mcdowell,70,Gambia,Retired,0,0,0.7585473766701755,25.0,22870.16
CUST000609,Rachel Bradley,18,Saudi Arabia,Teacher,0,0,0.8222761739248377,31.0,35207.75
CUST000612,Michael Lopez,21,United Kingdom,Student,0,0,0.7349310222479153,30.0,61806.32
CUST000615,Elizabeth Sharp,49,Uganda,IT Professional,0,0,0.7434729982538115,32.0,39830.17
CUST000622,Lisa Perry,20,Argentina,Government Employee,1,0,0.7535628797718645,32.0,36981.02
CUST000627,Amy Kelley,22,Malawi,Retired,0,0,0.7418161607793325,33.0,56709.11
CUST000628,Laura Hernandez,74,Nicaragua,IT Professional,0,0,0.841491606467721,23.0,21787.39
CUST000629,Joseph Wilson,34,New Zealand,Government Employee,0,0,0.85498133414613,28.0,42371.79
CUST000630,Kevin Davis,64,Guadeloupe,Doctor,0,0,0.8402289228877915,24.0,28758.989999999998
CUST000632,Joyce Brown,31,Dominican Republic,Consultant,0,0,0.8179533550274679,18.0,23118.46
CUST000634,Robert Reese,68,Solomon Islands,Teacher,0,0,0.7407504091647382,29.0,16636.24
CUST000636,Zachary Michael,81,Peru,Researcher,0,0,0.8598644049083743,23.0,27511.06
CUST000640,Janet Kane DVM,68,Hong Kong,Doctor,0,0,0.7773979845028236,15.0,19422.2
CUST000642,Martha Bailey,69,Madagascar,Government Employee,0,0,0.818484525300759,20.0,12591.62
CUST000652,Amber Yang,34,Holy See (Vatican City State),Teacher,0,0,0.770508540555107,30.0,20151.95
CUST000654,Amy Gordon,51,Kiribati,Student,1,0,0.7303467242598675,25.0,17597.28
CUST000656,Kyle Chambers,70,Kenya,Consultant,0,0,0.6597917277361545,29.0,21102.920000000002
CUST000660,Lori Simmons,72,Vanuatu,Researcher,0,0,0.7175288599125644,28.0,12916.109999999999
CUST000661,William David DDS,33,"Bonaire, Sint Eustatius and Saba",Government Employee,0,0,0.6451544030322012,24.0,44164.98
CUST000664,Samuel Turner,21,Kuwait,Lawyer,0,0,0.7783490495574595,33.0,36012.5
CUST000668,Tammy Boone,84,Morocco,Lawyer,0,0,0.8153231170446169,19.0,18710.469999999998
CUST000678,Joseph Howard,78,Northern Mariana Islands,Sales Representative,0,0,0.7976933192016885,22.0,24871.760000000002
CUST000682,Justin Walker,18,Cambodia,Financial Analyst,0,0,0.7934736344705925,25.0,21207.98
CUST000683,Dean Donovan,22,Spain,Consultant,0,0,0.8007441228360037,23.0,18916.14
CUST000687,Maria Henry,66,Netherlands,Financial Analyst,0,0,0.7539355998565246,34.0,57316.25
CUST000694,Jonathan Brooks,80,North Macedonia,Consultant,0,0,0.8014765524870759,22.0,16318.81
CUST000695,Mary Jensen,65,Iraq,Sales Representative,0,0,0.829610108753084,14.0,18020.88
CUST000699,Renee Browning,18,Kiribati,Lawyer,0,0,0.8308960670217558,17.0,18437.82
CUST000700,Brent Hernandez,25,Iraq,Student,0,0,0.5566763455197793,20.0,13562.82
CUST000703,Karl Branch,73,Palau,Unemployed,0,0,0.6943728565456584,32.0,75608.27
CUST000704,Michael Abbott,31,Guatemala,Accountant,0,0,0.7990546401349125,23.0,39248.79
CUST000706,James Tran,19,Indonesia,Manager,1,0,0.9263693934345496,26.0,25514.789999999997
CUST000707,Adam Jackson,43,Pitcairn,Teacher,0,0,0.7749225437943025,23.0,23833.079999999998
CUST000709,Joseph Williams,76,Italy,Lawyer,0,0,0.601557383419615,34.0,19193.850000000002
CUST000714,Laurie Goodwin,35,Dominica,IT Professional,1,0,0.7255469503507308,31.0,55656.64
CUST000717,Steven Rivera,81,Qatar,Manager,0,0,0.7979822750630184,30.0,27077.23
CUST000718,Brenda Hinton,45,Macao,Government Employee,0,0,0.800927857017043,20.0,12805.289999999999
CUST000727,Christian Dawson,85,Pakistan,Teacher,0,0,0.7021730947445771,28.0,36225.7
CUST000733,Kyle Nguyen,57,Morocco,Government Employee,0,0,0.5959369162351346,23.0,14655.64
CUST000734,Edgar Hughes,59,Italy,Retired,0,0,0.7640371034528042,18.0,14199.51
CUST000736,Laura Jackson,23,Greece,Sales Representative,0,0,0.8154801983566581,19.0,29365.18
CUST000742,Manuel Brock,76,Eritrea,Unemployed,0,0,0.8101895876165638,27.0,37296.5
CUST000750,Leslie Gardner,21,Mauritius,Consultant,0,0,0.5487836332747584,18.0,33019.11
CUST000760,Margaret Miller,41,Isle of Man,Government Employee,0,0,0.841534706693373,25.0,25953.480000000003
CUST000761,Mary Kelly,23,Germany,Accountant,0,0,0.8112585832211135,29.0,42982.3
CUST000770,Todd Thomas,43,Sri Lanka,IT Professional,0,0,0.738487927982442,16.0,6397.37
CUST000773,Eric Patrick,61,Russian Federation,Unemployed,0,0,0.7738884149003651,24.0,14608.710000000001
CUST000775,Carly Riggs,87,"Taiwan, Province of China",Sales Representative,0,0,0.772933778274013,29.0,35921.51
CUST000777,Tina Hall,85,Afghanistan,Manager,0,0,0.8262786817836569,25.0,27880.48
CUST000778,Cody Davidson,36,Ecuador,Engineer,0,0,0.7713368236451099,19.0,12979.17
CUST000780,Kevin Price,29,Jamaica,Student,0,0,0.8104927260441696,19.0,22804.66
CUST000782,Amy Garcia,18,Uzbekistan,Lawyer,0,0,0.5090505659284206,26.0,54229.14
CUST000789,Cesar Wilson,50,Uzbekistan,Sales Representative,0,0,0.7657779599680796,24.0,11599.04
CUST000793,Maria Cooke,22,"Congo, The Democratic Republic of the",Engineer,0,0,0.8132403364533219,30.0,58465.96
CUST000810,Heather Page,66,Guatemala,Unemployed,0,0,0.7100898406321972,20.0,54131.47
CUST000812,Daniel Brown,79,Slovakia,Engineer,0,0,0.8665497677386697,27.0,46942.4
CUST000814,Michael Roberts,67,Ireland,Teacher,0,0,0.8394443546207532,25.0,47439.1
CUST000818,Beth Cline,18,Costa Rica,Business Owner,0,1,0.6277960058780044,26.0,46122.97
CUST000820,Megan Burns,81,Latvia,Teacher,0,0,0.7651285802332574,19.0,11957.85
CUST000823,Jose Ramirez,81,Bulgaria,Accountant,0,0,0.873197315116143,19.0,31687.75
CUST000826,Monica Ellis,31,United States,Doctor,0,0,0.8050697833376113,29.0,22143.829999999998
CUST000835,Bonnie Santos,59,Peru,Retired,0,0,0.8042254322285722,27.0,44435.380000000005
CUST000836,Timothy Hill,35,Macao,Lawyer,0,0,0.828556420343545,24.0,31101.69
CUST000841,Casey Perez,49,Finland,Business Owner,0,0,0.5452773029625753,27.0,15745.75
CUST000842,Alexandra Dominguez,68,Mayotte,Manager,0,0,0.8207919687434219,23.0,23827.91
CUST000849,Jessica Bowen,83,Saint Martin (French part),Consultant,0,0,0.8138901799416146,25.0,41225.76
CUST000853,Victor Edwards,68,French Southern Territories,Student,0,0,0.8559248833645238,29.0,30810.58
CUST000856,Melissa Abbott,84,Faroe Islands,Retired,0,0,0.817448166237487,20.0,17394.690000000002
CUST000864,Tiffany Townsend,50,Armenia,Researcher,1,0,0.8271798661948803,22.0,61289.46
CUST000866,Antonio Mccormick,53,Kiribati,Lawyer,0,0,0.5989150915704843,18.0,16427.69
CUST000874,Amy Miller,83,Peru,Sales Representative,0,0,0.7067295487308605,26.0,21898.69
CUST000876,Patrick Yang,22,Panama,Lawyer,0,0,0.8307828460466893,25.0,43736.81
CUST000883,Laura Jones,32,Maldives,Lawyer,1,0,0.6085316522905956,19.0,8958.67
CUST000889,Chris Velazquez,85,Samoa,Accountant,0,0,0.8145729087862066,25.0,38612.700000000004
CUST000907,Michelle Davis DVM,29,"Bolivia, Plurinational State of",Engineer,0,0,0.6031072384754862,22.0,48541.49
CUST000908,Kelly Haynes,30,Somalia,Student,0,0,0.8345426821049844,17.0,20327.1
CUST000912,Cynthia Green,85,Brunei Darussalam,Doctor,0,0,0.7501322707930203,22.0,7597.18
CUST000920,Samantha Terry,57,Uruguay,Doctor,0,0,0.7581460695353682,34.0,25805.670000000002
CUST000921,Russell Murphy,58,Honduras,Lawyer,1,0,0.9121442987979199,20.0,17966.65
CUST000924,Amanda Sullivan MD,18,Serbia,Unemployed,0,0,0.8117569467956792,28.0,24799.78
CUST000925,Danielle Murray,63,Christmas Island,Consultant,0,0,0.6342876458024646,24.0,21546.74
CUST000926,Brenda Smith,38,Nigeria,Teacher,0,0,0.8339594037197693,13.0,15983.0
CUST000930,Alison Brown,18,New Zealand,Teacher,0,0,0.8582874868467498,23.0,45819.899999999994
CUST000935,Michael Thompson,32,Thailand,Business Owner,0,0,0.835323735635224,22.0,40354.53
CUST000938,Edward Jenkins,90,British Indian Ocean Territory,Teacher,0,0,0.7428020327491334,25.0,15822.64
CUST000940,Curtis Wilkerson,26,Angola,Manager,0,0,0.7388477701713826,20.0,25017.649999999998
CUST000946,Paula Brown,80,Nauru,Retired,0,0,0.8156728596934891,21.0,26729.07
CUST000949,Robert Stark,19,Norway,Manager,0,0,0.766279055643592,25.0,30394.76
CUST000950,Zachary Robinson,24,Luxembourg,Teacher,1,0,0.6874039600698942,29.0,47843.48
CUST000955,Kristy Hart,68,Martinique,Government Employee,0,0,0.6785303953786704,21.0,14299.41
CUST000962,Sylvia Schroeder,50,Brunei Darussalam,Consultant,0,0,0.8533566400120273,18.0,35671.95
CUST000965,Eric Taylor,80,Mauritius,Lawyer,0,0,0.8541591887649774,22.0,27922.22
CUST000973,Amanda Guzman,80,Bouvet Island,Consultant,1,0,0.7769373110665271,21.0,16032.31
CUST000974,Tracy Walker,78,"Bonaire, Sint Eustatius and Saba",Consultant,0,0,0.732684345910902,16.0,16052.74
CUST000983,Joshua Garcia,47,Israel,Lawyer,0,0,0.7926218609431445,11.0,30140.32
CUST000985,Carla Jones,66,Malawi,Financial Analyst,0,0,0.8007226628082925,22.0,22141.82
CUST000988,Nicholas Payne,33,Jordan,Unemployed,0,0,0.8619198243376764,23.0,38584.12
CUST000989,Anna Wheeler,57,Greece,Manager,0,0,0.6835476970895781,20.0,6397.82
CUST000991,Carmen Preston,35,Botswana,Consultant,0,1,0.6104106276420849,17.0,15618.39
CUST000996,Brittany Ward,68,"Tanzania, United Republic of",Teacher,1,0,0.669702542174241,24.0,14260.29
CUST001000,Elizabeth Sanders,25,Australia,Student,0,0,0.7180586533002448,19.0,29946.66
CUST001009,Karen Keith,67,Sweden,Teacher,0,0,0.6991357426744412,19.0,11903.09
CUST001010,Blake Orr,24,American Samoa,Government Employee,0,0,0.7819114392129635,23.0,40136.92
CUST001020,Lisa Mills,25,Latvia,Engineer,0,0,0.7491503229956826,25.0,71874.28
CUST001026,Amanda Hill,85,Christmas Island,Government Employee,0,0,0.7069826556934948,20.0,15268.0
CUST001031,Douglas Vasquez,65,Zambia,Doctor,0,0,0.5523818094772126,25.0,48439.52
CUST001041,Danielle Bryant,19,"Virgin Islands, British",Government Employee,0,0,0.7818424263994711,19.0,39252.26
CUST001042,Michele Hill,18,Dominica,Manager,0,0,0.6008749132076063,14.0,8034.27
CUST001044,Andre Watson,86,Congo,Researcher,0,0,0.8018756324506329,26.0,38320.34
CUST001049,Traci Vincent,29,South Sudan,Teacher,0,0,0.8441372032736318,22.0,17817.02
CUST001050,Megan Adams,37,Anguilla,Unemployed,0,0,0.837852063805939,19.0,24213.45
CUST001052,Alexa Buck,54,Christmas Island,Researcher,0,0,0.7233706400062675,25.0,29176.24
CUST001053,Lindsay Smith,55,Switzerland,Retired,0,0,0.6580555563268204,24.0,47963.0
CUST001058,Brian Hunt,47,Panama,Lawyer,0,0,0.7660580017108789,18.0,19825.34
CUST001065,Rebekah Greene,90,"Palestine, State of",IT Professional,1,0,0.6880841726552568,14.0,7148.59
CUST001066,Melanie Griffith,39,Western Sahara,Retired,0,0,0.7825019700173581,29.0,36475.81
CUST001076,Brandon Kelly,55,Mayotte,Sales Representative,0,0,0.8473439600143646,25.0,33265.13
CUST001080,Terry Jones,42,Ethiopia,Doctor,0,0,0.7912973564772835,29.0,46331.34
CUST001083,Brenda Gonzalez,48,Russian Federation,Government Employee,0,1,0.5203550322211903,13.0,11240.12
CUST001088,Philip Jackson,88,"Moldova, Republic of",Manager,0,0,0.8410186162886746,16.0,22957.88
CUST001098,Nicholas Carlson,82,Monaco,Student,0,0,0.8613392730019861,22.0,33289.270000000004
CUST001099,Stephen Cowan,68,Aruba,Doctor,0,0,0.7508727744396296,23.0,13262.25
CUST001104,Jacob Santos,38,Puerto Rico,Unemployed,0,0,0.8824048623610834,20.0,46521.43
CUST001120,Brittany Davis,79,Guernsey,Engineer,0,0,0.8121618367566756,25.0,25075.18
CUST001123,John Garcia,83,Kenya,Accountant,0,0,0.8394218609377784,16.0,24033.980000000003
CUST001129,Anna Briggs,78,Colombia,Business Owner,0,0,0.8312127013761913,19.0,41774.86
CUST001131,James Jefferson,59,Niue,Doctor,0,0,0.8414713589785042,19.0,21883.12
CUST001138,Bianca Knapp,29,Chile,Financial Analyst,0,0,0.7431163010646094,20.0,19934.52
CUST001141,Patricia Ray,76,Libya,Doctor,0,0,0.8421194936037932,22.0,18948.57
CUST001147,Mason Moore,64,Réunion,Consultant,0,0,0.7826740634204933,19.0,12976.58
CUST001155,April Davis,29,Christmas Island,Consultant,0,0,0.8271695877401428,17.0,28324.670000000002
